;;PROCESO GESTIÓN DEL TALENTO HUMANO;;;;;;;;;;;;;;"Código: FGN-AP01-F-182
 
 Versión: 01";;;;;;;;;
283;7/8/2025;3 - NOROCCIDENTAL;Antioquia;Puesto de trabajo del asistente de fiscal.;Fiscalía Barbosa ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencia luminaria fundida.;Se sugiere realizar cambio de luminaria.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
284;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Área de archivo seccional;Fiscalía Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia el almacenamiento de cajas y archivos tipo AZ por encima de la última división de las estanterías, superando los dos metros de altura.";"Se sugiere almacenar las cajas y archivos tipo AZ en lugares que no superen los dos metros de altura, con el fin de evitar riesgos por caída de objetos y facilitar el acceso seguro. Asimismo, se recomienda hacer uso de los archivadores y estanterías disponibles,";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
285;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Baño y archivo seccional.;Fiscalía Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian cajas, una silla, un ventilador y parte de una estantería almacenados de forma inadecuada en el baño y en el pasillo del archivo seccional.";"Se recomienda evitar el almacenamiento de cajas con documentación, sillas, ventiladores y partes de estantería en el baño y el pasillo del archivo seccional, dado que dichos elementos no pertenecen a estas áreas. Su presencia afecta la funcionalidad, el orden y obstaculiza el uso adecuado de los espacios,";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
286;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Silla ergonómica del puesto de trabajo #2;Fiscalía Segovia ;CONDICIONES DE SEGURIDAD 2 - ENTORNOS NO CONTROLADOS;III;" Se evidencia que parte de la silla ergonómica se encuentra en mal estado, específicamente en las patas y ruedas.";"Se recomienda revisar y realizar el mantenimiento correspondiente a la silla ergonómica,";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
287;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Pasillo y archivo Unidad Seccional;Fiscalía Segovia ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencian una luminaria en mal estado en el pasillo de la unidad seccional y un bombillo dañado en el área del archivo de la misma unidad. ;"Se recomienda realizar el mantenimiento correctivo y el reemplazo de las luminarias, lámparas y bombillos que se encuentran en mal estado";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
288;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Techo del pasillo y archivo de la unidad seccional;Fiscalía Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia presencia de humedad y hongos en el techo del pasillo de la unidad seccional y en el área del archivo.;Se recomienda realizar mantenimiento y revisión detallada de las áreas afectadas por humedad y hongos en el techo del pasillo y el archivo de la unidad seccional.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
289;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Archivo de la unidad seccional.;Fiscalía Segovia ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;"Se evidencia que tres plafones del área de archivo de la unidad seccional, no cuentan con bombillo,";"Se recomienda realizar una revisión detallada del estado de funcionamiento de los plafones ubicados en el área de archivo de la unidad seccional. En caso de que alguno no esté operativo, se sugiere proceder con la instalación de los bombillos faltantes correspondientes, ";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
290;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Archivo unidad seccional;Fiscalía Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia un hueco en la unión entre el techo y la pared del área de archivo seccional. ;"Se recomienda verificar si el hueco observado en la unión entre el techo y la pared del área de archivo seccional es producto de humedad,";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
291;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Escaleras de la unidad seccional al sótano;Fiscalía Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia que las escaleras que conectan la unidad seccional con el área de archivo no cuentan con cinta antideslizante. ;"Se recomienda colocar cintas antideslizantes en los bordes de cada peldaño de la escalera que conecta la unidad seccional con el archivo, con el fin de reducir el riesgo ";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
292;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Techo del pasillo del CTI.;Fiscalía Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia presencia de humedad y hongos en el techo del pasillo del CTI. ;"Se recomienda realizar mantenimiento preventivo y correctivo, así como una revisión detallada de las áreas afectadas por humedad y presencia de hongos en el techo y archivo del CTI. ";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
293;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Techo del CTI.;Fiscalía Segovia ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencian 1 luminarias en mal estado en el techo del CTI.;"Se recomienda realizar mantenimiento y cambio de las luminarias, de las lámparas y bombillos que se encuentran en mal estado.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
294;7/9/2025;3 - NOROCCIDENTAL;Antioquia;Área del CTI.;Fiscalía Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia almacenamiento de cajas por encima de la última división de las estanterías, superando los dos metros de altura.";"Se sugiere almacenar las cajas en lugares que no superen los dos metros de altura. Así mismo, se recomienda hacer uso de los archivadores y estanterías disponibles para optimizar el espacio";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
295;7/11/2025;3 - NOROCCIDENTAL;Antioquia;Pasillo principal de la sede;Fiscalía Zaragoza ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia desprendimiento de lámpara tipo ojo de buey en el pasillo principal de la sede;"Se sugiere la instalación o el sellado adecuado de este punto de conexión de la lámpara, ";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
296;7/11/2025;3 - NOROCCIDENTAL;Antioquia;Oficina asistente Fiscal Local.;Fiscalía Zaragoza ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);II;"Se identifica disconfort por exceso de iluminación natural en la oficina del Fiscal Local, debido a la ausencia de persianas o cortinas en la ventana (aproximadamente 2 m x 2 m). El servidor manifiesta incomodidad al momento de laborar en su computador,";"Se sugiere la instalación de cortina o persiana en la ventana de la oficina,";Bienes ;;;;;;;;;;;;;;;
297;7/11/2025;3 - NOROCCIDENTAL;Antioquia;"Sede el Bagre, Antioquia";Fiscalía El Bagre;FENÓMENOS NATURALES - ATENTADOS - DESORDEN PÚBLICO - INCURSIONES - ROBO ATRACO ASALTO - ZONA DE CONFLICTOS;II;"Se identifica que la sede cuenta visualmente con cámaras de seguridad; sin embargo, según lo manifestado por el servidor Brandon Bonilla, asistente de fiscal, dichas cámaras no funcionan desde hace aproximadamente dos meses previos a la visita. No graban ni muestran imágenes, lo que representa una falla crítica en el sistema de video vigilancia.
La sede no cuenta con seguridad física ni con reja con llave que permita controlar el acceso del público al área de atención. Esta situación es especialmente preocupante considerando que se trata de una zona de “alto riesgo”, en la cual los servidores se encuentran totalmente expuestos.";"Se sugiere realizar la revisión y el ajuste del sistema de cámaras de vigilancia de la sede, con el fin de garantizar su correcto funcionamiento y fortalecer el monitoreo de las instalaciones.
se recomienda implementar medidas de seguridad física para la sede, tales como control de acceso, presencia de personal de vigilancia o instalación de barreras físicas, con el objetivo de proteger al personal y a los usuarios en zonas de alto riesgo.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
298;7/11/2025;3 - NOROCCIDENTAL;Antioquia;"zona de impresión, cuarto de archivo ,cuarto de monitoreo.";Fiscalía El Bagre;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se identifican humedades en diferentes puntos de la sede,";Se sugiere control a las humedades.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
299;7/11/2025;3 - NOROCCIDENTAL;Antioquia;"Oficina fiscal seccional, pasillo, zona de impresión de papelería";Fiscalía El Bagre;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";II;"Se identifican tomas eléctricas con desprendimiento en algunas zonas de la sede.
";"Se sugiere realizar la revisión, ajuste, cambio o sellado de las tomas eléctricas y/o cables sueltos presentes en la sede,";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
300;7/11/2025;3 - NOROCCIDENTAL;Antioquia;"Oficina asistente de Fiscal, Pasillo, Baños";Fiscalía El Bagre;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se evidencian grietas y desprendimientos en algunos puntos del cielo falso (Drywall) de la sede,";"Se sugiere realizar la revisión y organización del cielo falso (Drywall), corrigiendo las grietas identificadas y verificando la estabilidad y el agarre de las estructuras,";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
301;7/14/2025;3 - NOROCCIDENTAL;Antioquia;"*Techo del archivo local y patio.
*Puerta de la oficina del fiscal local.";Fiscalía Yolombo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia humedad con presencia de goteras en el techo, 
Se observa que el marco de una puerta presenta orificios,";"Se sugiere tramitar ante el propietario del inmueble reparación de las humedades.

Se sugiere realizar cambio del marco de la puerta.";Gestión Contractual ;;;;;;;;;;;;;;;
302;7/14/2025;3 - NOROCCIDENTAL;Antioquia;Acceso a los baños y patio;Fiscalía Yolombo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian desniveles sin demarcar;Se evidencian desniveles sin demarcar;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
303;7/14/2025;3 - NOROCCIDENTAL;Antioquia;Escaleras de acceso a la sede.;Fiscalía Yolombo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian escaleras sin pasamanos en los costados ni cinta antideslizante.;Se sugiere instalación de los pasamanos y cinta antideslizante.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
304;7/14/2025;3 - NOROCCIDENTAL;Antioquia;Pasillo y archivo.;Fiscalía Yolombo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia almacenamiento de cajas por encima de la última división de estanterías.;Se sugiere utilizar estanterías existentes para almacenamiento de documentos.;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
305;7/14/2025;3 - NOROCCIDENTAL;Antioquia;"*Puestos de trabajo
*Sala de recepción de usuarios.
*Cocina";Fiscalía Yolombo ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;"Se evidencia cableado suelto en los puestos de trabajo.
Se evidencia tomacorriente e interruptor sin tapa de protección.
Se evidencia tablero de breakers sin tapa de protección y con cables sueltos.";"Se sugiere canalizar cableado.
Se sugiere instalar tapas de protección faltantes (tomacorrientes e interruptores).
Se sugiere realizar mantenimiento de los breakers.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
306;7/14/2025;3 - NOROCCIDENTAL;Antioquia;Techo del patio;Fiscalía Yolombo ;BIOLÓGICO - MORDEDURAS Y PICADURAS;III;Se evidencia panal de avispas sobre el techo del patio;Se sugiere retirar el panal;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
307;7/14/2025;3 - NOROCCIDENTAL;Antioquia;"Balcón, corredor y patio.";Fiscalía Yolombo ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencian plafones sin bombillas;Se sugiere instalar bombillas faltantes.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
308;7/15/2025;3 - NOROCCIDENTAL;Antioquia;Área de archivo local.;Fiscalía Remedios ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia almacenamiento de cajas por encima de la última división de las estanterías superando los dos metros de altura.;"Se sugiere almacenar cajas en lugares que no superen los dos metros de altura, como también utilizar archivadores y estanterías disponibles.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
309;7/15/2025;3 - NOROCCIDENTAL;Antioquia;Oficina de la asistente local.;Fiscalía Remedios ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencian 3 luminarias en mal estado en la oficina de la asistente local.;Se recomienda realizar mantenimiento y cambio de las luminarias que se encuentran en mal estado.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
310;7/15/2025;3 - NOROCCIDENTAL;Antioquia;Oficina asistente local;Fiscalía Remedios ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia cableado eléctrico por fuera de las canaletas y sin agarraderas.;Se recomienda reorganizar y canalizar adecuadamente el cableado eléctrico que actualmente se encuentra expuesto.;Tics ;;;;;;;;;;;;;;;
311;7/16/2025;3 - NOROCCIDENTAL;Antioquia;Entrada principal de la sede;Fiscalía Santo Domingo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se identifican grietas con posibles desprendimientos de concreto en el edificio de la sede FGN Santo Domingo, en el área de ingreso a la sede.";Se sugiere corregir y reparar las secciones de la pared que se encuentran agrietadas.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
312;7/16/2025;3 - NOROCCIDENTAL;Antioquia;Pasillo del patio a la Huerta;Fiscalía Santo Domingo ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Se identifican grietas con posibles desprendimientos y caída de material en el corredor que va de la cocina de la sede a la zona donde se encuentra la huerta.;Se sugiere demoler la estructura que se encuentra entre el patio y la huerta.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
313;7/18/2025;3 - NOROCCIDENTAL;Antioquia;;Fiscalía San Roque ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";;;;;;;;;;;;;;;;;;;
314;2/5/2025;3 - NOROCCIDENTAL;Córdoba;Oficina Quinta local piso 2;Fiscalia Cerete ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Se evidencia humedad en pared de oficina fiscal quinta local.;"Se sugiere realizar mantenimientos correctivos en la zona identificada, para corregir y prevenir daños estructurales en la sede y/o accidentes de trabajo.";Mantenimiento y Administración de Sedes ;;10;Febrero;2025;;Se realizo el mantenimiento de la paredes de la oficina del fiscal 5 local ;;;;;;;;;
315;2/5/2025;3 - NOROCCIDENTAL;Córdoba;Oficina CTI piso 1 y baño dama piso 2;Fiscalia Cerete ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Se evidencia cerradura en mal estado de la puerta de la oficina de CTI primer piso;Se sugiere realizar mantenimientos e instalación de las cerraduras de las puertas de la oficina;Mantenimiento y Administración de Sedes ;;10;Febrero;2025;;Se realizo el cambio de la cerradura ;;;;;;;;;
316;2/5/2025;3 - NOROCCIDENTAL;Córdoba;Oficina CTI piso 1 y baño dama piso 2;Fiscalia Cerete ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Se evidencia cerradura en mal estado de la puerta del baño de damas segundo piso;Se sugiere realizar mantenimientos e instalación de las cerraduras de las puertas del baño ;Mantenimiento y Administración de Sedes ;;10;Febrero;2025;;"Se requirio a la arrendadora el cambio de la chapa del baño y no acepto realizar, esta en proceso de incumplimiento del contrato. Administracion de sedes junto con el personal d emantenimiento realizo la instalacion de la cerradura ";;;;;;;;;
317;2/5/2025;3 - NOROCCIDENTAL;Córdoba;Oficina 15 local piso 2;Fiscalia Cerete ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Se evidencian fallas en el sistema de aire acondicionado lo que ha provocado charcos de agua en el piso de la oficina 15 local;Se sugiere realizar mantenimiento al aire acondicionado;Mantenimiento y Administración de Sedes ;;10;Febrero;2025;;Se realizo mantenimiento solicitado ;;;;;;;;;
